delivery_date,trigger_fraction,vid,rep,resampled_multiplier,nr_lateness,sa_lateness
INSTANCE_001,0.5,V2,14,0.9211854734188176,0.0,0.0
INSTANCE_001,0.5,V2,15,0.9611497769027638,0.0,0.0
INSTANCE_001,0.5,V2,16,0.9093171923887252,0.0,0.0
INSTANCE_001,0.5,V2,17,1.0887542440718676,0.0,0.0
INSTANCE_001,0.5,V2,18,1.2954936128766912,0.4493233682569553,0.4493233682569553
INSTANCE_001,0.5,V2,19,1.1138635101922394,0.0,0.0
INSTANCE_001,0.75,V1,0,1.3280913227765965,0.0,0.0
INSTANCE_001,0.75,V1,1,1.0364647119103343,0.0,0.0
INSTANCE_001,0.75,V1,2,0.9129208272330664,0.0,0.0
INSTANCE_001,0.75,V1,3,0.8928767660288555,0.0,0.0
INSTANCE_001,0.75,V1,4,1.3032943998413409,0.0,0.0
INSTANCE_001,0.75,V1,5,1.188205668839501,0.0,0.0
INSTANCE_001,0.75,V1,6,0.9765066420583508,0.0,0.0
INSTANCE_001,0.75,V1,7,0.9710901386211532,0.0,0.0
INSTANCE_001,0.75,V1,8,1.0677365243569064,0.0,0.0
INSTANCE_001,0.75,V1,9,0.9663341968632886,0.0,0.0
INSTANCE_001,0.75,V1,10,0.8844498874968189,0.0,0.0
INSTANCE_001,0.75,V1,11,0.895619622406056,0.0,0.0
INSTANCE_001,0.75,V1,12,1.1573313544924242,0.0,0.0
INSTANCE_001,0.75,V1,13,1.363511215906526,0.0,0.0
INSTANCE_001,0.75,V1,14,0.9384242201724676,0.0,0.0
INSTANCE_001,0.75,V1,15,1.552989806209048,0.0,0.0
INSTANCE_001,0.75,V1,16,1.1573313544924242,0.0,0.0
INSTANCE_001,0.75,V1,17,0.9154274160947417,0.0,0.0
INSTANCE_001,0.75,V1,18,0.9289035647041978,0.0,0.0
INSTANCE_001,0.75,V1,19,1.0204846158059413,0.0,0.0
INSTANCE_001,0.75,V2,0,0.9374440844603016,0.0,0.0
INSTANCE_001,0.75,V2,1,1.264843010374234,0.0,0.0
INSTANCE_001,0.75,V2,2,0.9138126358561608,0.0,0.0
INSTANCE_001,0.75,V2,3,1.0079500127579115,0.0,0.0
INSTANCE_001,0.75,V2,4,1.247893995574363,0.0,0.0
INSTANCE_001,0.75,V2,5,1.2525117019197392,0.0,0.0
INSTANCE_001,0.75,V2,6,0.9791584718661454,0.0,0.0
INSTANCE_001,0.75,V2,7,0.930572354963956,0.0,0.0
INSTANCE_001,0.75,V2,8,1.0725153203874618,0.0,0.0
